13950
AIRLINE	FLIGHT_NUMBER	ORIGIN_AIRPORT	DESTINATION_AIRPORT	SCHEDULED_DEPARTURE	SCHEDULED_ARRIVAL	DISTANCE
EV	4454	HSV	IAH	1801	2006	595
EV	4205	BNA	IAH	1801	2020	657
DL	54	IAH	ATL	1801	2056	689
EV	4742	ORD	BNA	1802	1938	409
B6	482	RSW	DCA	1802	2019	892
UA	1196	ORD	DTW	1802	2022	235
EV	5964	DEN	TYS	1802	2237	1162
OO	5185	GJT	DEN	1803	1910	212
OO	5425	ONT	SFO	1803	1927	363
OO	5504	SNA	SFO	1803	1930	372
EV	4253	CAE	IAH	1804	1945	878
UA	737	DEN	SFO	1804	1945	967
OO	6384	PSC	DEN	1804	2110	852
AA	6	OGG	DFW	1805	2910	3711
WN	1817	PHX	SAN	1805	1810	304
US	654	PHX	SAN	1805	1816	304
HA	543	OGG	HNL	1805	1840	100
WN	837	MCI	DEN	1805	1855	533
US	1915	CLT	RDU	1805	1857	130
MQ	2976	DFW	OKC	1805	1858	175
MQ	3003	ORD	MSN	1805	1858	108
WN	863	DAL	TUL	1805	1900	237
EV	5934	SCE	ORD	1805	1902	528
EV	3269	IAH	SHV	1805	1903	192
OO	2623	ABQ	LAX	1805	1905	677
AA	71	DFW	SAN	1805	1905	1171
AA	2482	DFW	AUS	1805	1905	190
WN	735	ONT	LAS	1805	1905	197
MQ	3403	DFW	HOU	1805	1908	247
WN	1663	ATL	JAX	1805	1915	270
WN	1073	BWI	RDU	1805	1915	255
WN	4386	MCI	LAS	1805	1915	1139
AA	373	SAT	DFW	1805	1915	247
AA	937	EGE	LAX	1805	1920	748
OO	6295	LAX	FAT	1805	1920	209
MQ	3234	CHA	DFW	1805	1925	695
WN	1132	DCA	STL	1805	1925	719
F9	1352	IAD	STL	1805	1925	696
WN	2497	OAK	SNA	1805	1925	371
AA	209	SFO	LAX	1805	1925	337
US	1705	PIT	PHL	1805	1926	268
US	1840	CLT	PIT	1805	1927	366
DL	1491	ATL	TPA	1805	1930	406
MQ	2951	DSM	ORD	1805	1930	299
WN	4111	PVD	BWI	1805	1930	327
OO	6490	SFO	PSP	1805	1932	421
WN	926	BNA	MDW	1805	1935	395
MQ	3077	SGF	DFW	1805	1935	364
B6	599	BDL	DCA	1805	1937	313
WN	359	MSP	MDW	1805	1945	349
US	896	CLT	ROC	1805	1949	573
WN	506	BWI	LIT	1805	1950	912
WN	976	PNS	HOU	1805	1950	488
US	1817	CLT	RSW	1805	2000	600
AA	188	RSW	DFW	1805	2000	1017
US	615	IND	PHX	1805	2001	1488
MQ	3484	CAE	DFW	1805	2005	922
NK	706	DTW	LAX	1805	2008	1979
US	731	CLT	MIA	1805	2009	650
WN	269	LGA	STL	1805	2010	888
WN	1050	MCO	DEN	1805	2010	1546
WN	1341	MDW	CMH	1805	2010	283
OO	6614	PSP	PHX	1805	2014	261
WN	456	GEG	OAK	1805	2015	723
WN	791	SAN	PHX	1805	2015	304
WN	4997	SAN	TUS	1805	2015	368
AA	1469	PIT	DFW	1805	2020	1067
AA	156	STL	LAX	1805	2025	1592
US	2073	PHL	JAX	1805	2032	742
UA	1175	MCO	LAX	1805	2046	2218
US	676	PHL	LAS	1805	2047	2176
US	1799	CLT	SFO	1805	2048	2296
DL	1533	EWR	ATL	1805	2048	746
US	799	PHL	MCO	1805	2048	861
AA	238	DCA	MIA	1805	2049	919
US	609	CLT	SEA	1805	2053	2279
EV	2566	DFW	TYS	1805	2100	772
WN	3879	MKE	ATL	1805	2100	669
EV	4110	ORD	CLT	1805	2100	599
WN	2230	BHM	BWI	1805	2105	682
US	1881	PHL	PHX	1805	2130	2075
US	600	PDX	PHX	1805	2133	1009
AA	1052	DFW	DCA	1805	2140	1192
B6	576	MSY	JFK	1805	2150	1182
WN	890	TPA	SJU	1805	2155	1237
UA	1623	ORD	ANC	1805	2210	2846
OO	4550	LAX	MCI	1805	2327	1363
F9	1112	PHX	CLE	1805	2355	1737
EV	4239	JAN	IAH	1806	1927	351
NK	992	MSY	ORD	1806	2023	837
EV	3961	ORD	TYS	1806	2044	475
HA	388	HNL	KOA	1807	1850	163
OO	6309	LAX	PSP	1807	1903	110
EV	5790	MAF	IAH	1807	1932	429
B6	1042	SAV	JFK	1807	2007	718
UA	1760	RSW	ORD	1807	2016	1120
EV	4181	MCI	EWR	1807	2151	1092
EV	4601	LBB	DEN	1808	1842	456
OO	5621	TUL	DEN	1808	1905	541
OO	5579	MOT	DEN	1808	1910	604
EV	4251	CMH	IAH	1808	2014	986
DL	1112	PVD	ATL	1808	2103	903
UA	1527	MCO	SFO	1808	2120	2446
EV	4596	STL	EWR	1808	2130	872
B6	402	FLL	JFK	1809	2100	1069
UA	1094	ORD	IAD	1809	2104	589
DL	1217	ATL	VPS	1810	1825	250
HA	322	HNL	ITO	1810	1900	216
NK	680	IAH	MSY	1810	1910	305
OO	2617	LAX	FAT	1810	1910	209
MQ	3457	TXK	DFW	1810	1910	181
MQ	2823	ORD	CID	1810	1913	196
AA	1622	DFW	IAH	1810	1915	224
MQ	2821	DFW	MAF	1810	1918	309
WN	1201	DSM	MDW	1810	1920	306
OO	5391	MRY	LAX	1810	1924	266
EV	2534	DFW	CRP	1810	1925	354
WN	623	BDL	BWI	1810	1930	283
AA	2229	DFW	EGE	1810	1930	721
AA	926	LIT	DFW	1810	1935	304
WN	3144	MCI	MDW	1810	1935	405
WN	740	MDW	MSP	1810	1935	349
OO	5501	ICT	LAX	1810	1940	1203
VX	918	SFO	LAS	1810	1940	414
OO	5323	CEC	SFO	1810	1947	304
US	490	PHX	DEN	1810	1954	602
WN	797	PHX	DEN	1810	1955	602
WN	189	RDU	TPA	1810	2000	587
OO	6579	MCI	PHX	1810	2007	1044
AS	328	SEA	SJC	1810	2010	697
MQ	3071	GSO	DFW	1810	2020	999
AA	2331	DFW	ORD	1810	2025	802
US	470	CLT	SAN	1810	2026	2077
B6	1822	LGB	PDX	1810	2031	846
AA	1307	BNA	LAX	1810	2040	1797
US	2037	PHL	ATL	1810	2041	666
AS	745	ATL	SEA	1810	2044	2182
AS	579	SAN	PDX	1810	2045	933
F9	1277	PHL	MCO	1810	2050	861
B6	2168	PBI	HPN	1810	2052	1056
US	741	PHL	SAN	1810	2114	2370
US	1720	MIA	DTW	1810	2117	1145
MQ	3258	DFW	CVG	1810	2118	812
AA	1346	DFW	CMH	1810	2125	926
WN	1257	STL	EWR	1810	2125	872
US	555	PHL	SLC	1810	2129	1927
B6	1013	JFK	LGB	1810	2131	2465
AS	769	BOS	SAN	1810	2200	2588
WN	41	HOU	LGA	1810	2225	1428
US	1834	CLT	SJU	1810	2245	1475
WN	267	LAS	STL	1810	2310	1371
F9	682	DEN	MCO	1810	2329	1546
WN	3481	DEN	BOS	1810	2355	1754
WN	537	LAX	MDW	1810	2355	1750
AA	279	PHX	MIA	1811	2415	1972
MQ	3545	EYW	MIA	1811	1856	125
EV	4600	RIC	ORD	1811	1920	642
UA	1285	IAH	SLC	1811	2034	1195
DL	2652	MCO	JFK	1811	2045	944
UA	1136	ORD	SFO	1811	2107	1846
UA	582	ORD	TPA	1811	2154	1012
OO	6252	EUG	SFO	1812	1947	451
DL	1314	CMH	ATL	1812	1955	447
DL	2299	HOU	ATL	1812	2105	696
EV	5679	ORD	HPN	1812	2121	738
EV	4580	MKE	EWR	1812	2125	725
HA	194	HNL	OGG	1813	1850	100
UA	693	TPA	EWR	1814	2054	997
NK	443	BWI	FLL	1814	2059	925
UA	1451	ORD	IAH	1814	2107	925
DL	117	ATL	BHM	1815	1811	134
WN	1053	ATL	MSY	1815	1855	425
MQ	3106	DFW	TYR	1815	1858	102
HA	219	OGG	LIH	1815	1900	201
MQ	3406	SPS	DFW	1815	1900	113
OO	2624	SAN	LAX	1815	1905	109
MQ	3048	CMI	ORD	1815	1915	135
MQ	3548	SJT	DFW	1815	1915	229
US	765	CLT	STL	1815	1917	575
MQ	3191	DFW	LIT	1815	1923	304
WN	2426	SAN	LAS	1815	1925	258
MQ	3244	GRB	ORD	1815	1930	173
WN	1365	LAX	SFO	1815	1930	337
MQ	3035	BWI	ORD	1815	1940	622
WN	969	SNA	SMF	1815	1940	404
US	1835	PHL	BOS	1815	1944	280
US	814	PHL	RDU	1815	1949	337
WN	183	AUS	PHX	1815	1950	872
WN	504	ATL	CAK	1815	1955	528
WN	963	BWI	DTW	1815	1955	409
AA	1585	MSY	DFW	1815	1955	447
MQ	3629	ORD	XNA	1815	1958	522
US	1711	CLT	EWR	1815	2003	529
US	1754	CLT	BDL	1815	2008	644
UA	1147	FLL	IAH	1815	2008	965
US	586	IAH	PHX	1815	2013	1009
WN	1968	PDX	LAS	1815	2015	763
WN	181	SEA	OAK	1815	2015	671
US	2074	CLT	FLL	1815	2016	631
OO	4802	SEA	SJC	1815	2018	697
DL	2300	JFK	DTW	1815	2031	509
WN	4207	IND	MCO	1815	2035	829
WN	3490	BHM	MCO	1815	2040	479
WN	526	MDW	DAL	1815	2040	793
WN	2752	MSY	ATL	1815	2040	425
NK	303	ACY	MCO	1815	2044	852
WN	4560	RSW	PIT	1815	2045	966
DL	2015	JFK	MSY	1815	2059	1182
WN	2520	LAX	ABQ	1815	2100	677
DL	2510	JFK	ATL	1815	2102	760
WN	1129	BWI	SAN	1815	2110	2295
WN	133	FLL	PVD	1815	2115	1188
VX	77	IAD	SFO	1815	2115	2419
B6	655	SYR	MCO	1815	2115	1053
AS	775	TPA	SEA	1815	2115	2520
US	1825	PHL	IAH	1815	2116	1325
WN	1622	PVD	MCO	1815	2120	1072
AA	1599	LGA	MIA	1815	2133	1096
AA	151	DEN	ORD	1815	2135	888
F9	928	STL	TTN	1815	2135	837
DL	2302	JFK	MIA	1815	2136	1089
DL	2092	LGA	RSW	1815	2147	1080
WN	2321	DAL	DCA	1815	2200	1184
AA	2492	LAX	DFW	1815	2310	1235
WN	512	LAS	MKE	1815	2340	1524
DL	2592	LAX	MSY	1815	2348	1670
AS	26	SEA	ORD	1815	2359	1721
UA	816	SFO	ORD	1816	2414	1846
EV	4382	EWR	DTW	1816	2023	488
OO	5203	LAX	ASE	1816	2124	737
UA	1152	EWR	PDX	1816	2140	2434
NK	881	MCO	SJU	1816	2202	1189
OO	5500	ASE	DEN	1817	1910	125
EV	4716	ATW	ORD	1817	1920	160
B6	1454	SJU	FLL	1817	2005	1046
DL	803	ATL	CAE	1818	1916	192
OO	5156	RDU	IAH	1818	2024	1042
OO	6453	RNO	LAX	1819	1950	391
B6	1159	BOS	PHL	1819	1959	280
EV	5905	LIT	ORD	1819	2014	552
UA	349	ORD	SNA	1819	2048	1726
UA	1037	ORD	LAX	1819	2050	1744
DL	2188	MCO	LAX	1819	2100	2218
UA	1445	IAD	PHX	1819	2134	1956
WN	2122	PHX	LAS	1820	1825	255
WN	4995	CMH	BNA	1820	1840	337
OO	2590	LAX	SAN	1820	1905	109
OO	6411	MSN	ORD	1820	1911	108
AA	1379	DFW	TUL	1820	1920	237
WN	3228	FLL	TPA	1820	1920	197
WN	2971	TPA	FLL	1820	1920	197
MQ	2943	DFW	AMA	1820	1928	312
MQ	3090	DFW	LCH	1820	1928	295
WN	368	BWI	BDL	1820	1930	283
MQ	3590	AEX	DFW	1820	1935	285
WN	561	ISP	BWI	1820	1935	220
WN	839	ROC	BWI	1820	1935	277
OO	5416	SFO	ONT	1820	1938	363
EV	4953	GNV	ATL	1820	1939	300
WN	1039	ELP	PHX	1820	1940	347
WN	4288	MCI	BNA	1820	1945	491
WN	1027	MKE	MCI	1820	1955	436
OO	5236	ORD	MSP	1820	1956	334
DL	1641	ATL	DCA	1820	2001	547
US	1733	CLT	MCO	1820	2001	468
OO	6590	GJT	PHX	1820	2007	438
AA	55	ORD	LAS	1820	2010	1514
US	504	DEN	PHX	1820	2013	602
OO	2640	ICT	ORD	1820	2015	588
MQ	3363	MOB	DFW	1820	2015	539
AA	349	MIA	ATL	1820	2025	594
AA	1525	RDU	MIA	1820	2029	700
AA	1182	MIA	ORD	1820	2040	1197
US	851	PHL	DEN	1820	2047	1558
B6	7	FLL	LAS	1820	2055	2173
WN	602	BWI	RSW	1820	2100	919
OO	6462	SFO	SLC	1820	2100	599
US	1998	MSY	CLT	1820	2109	651
EV	4311	ORD	ABE	1820	2109	654
AA	1298	DFW	ATL	1820	2120	731
DL	2614	MIA	LGA	1820	2123	1096
AA	352	ORD	LGA	1820	2125	733
WN	875	PHX	DAL	1820	2130	879
B6	1321	BOS	PBI	1820	2145	1197
UA	1581	SFO	OGG	1820	2152	2338
OO	5472	SPI	ORD	1821	1923	174
OO	5227	SFO	SAN	1821	1953	447
UA	1268	ORD	PHL	1821	2125	678
DL	2394	ATL	PHL	1822	2026	666
B6	1023	DCA	MCO	1822	2045	759
EV	3959	DEN	CLE	1822	2311	1201
EV	5305	ILM	ATL	1823	1955	377
EV	5922	ORD	BHM	1823	2010	584
EV	4368	SAT	IAH	1824	1925	191
B6	426	TPA	JFK	1824	2100	1005
UA	1462	EWR	DEN	1824	2101	1605
WN	2057	IND	MCI	1825	1900	451
OO	5474	LAX	SBA	1825	1910	89
OO	6436	SAN	LAX	1825	1915	109
MQ	3688	MIA	EYW	1825	1917	125
MQ	2774	CLL	DFW	1825	1925	164
EV	2547	SHV	DFW	1825	1925	190
WN	102	LAS	LAX	1825	1930	236
OO	7390	RKS	GCC	1825	1934	261
OO	5442	SFO	RDD	1825	1934	199
OO	3484	BOI	SAN	1825	1935	749
WN	1448	PIT	BWI	1825	1935	210
AA	2370	IAH	DFW	1825	1940	224
AA	390	RDU	ORD	1825	1940	646
MQ	3028	ROC	ORD	1825	1940	528
MQ	3327	CRP	DFW	1825	1945	354
AA	1001	DFW	TUS	1825	1945	813
VX	941	LAX	SFO	1825	1945	337
WN	3127	DAL	LAX	1825	1950	1246
EV	5207	GSO	ATL	1825	1952	306
WN	686	MCO	ATL	1825	1955	404
US	671	DFW	PHX	1825	2004	868
MQ	2817	LEX	DFW	1825	2005	785
WN	632	LGA	MDW	1825	2005	725
WN	4304	EWR	BNA	1825	2010	748
AA	1020	MEM	DFW	1825	2010	432
AA	386	JAX	DFW	1825	2015	918
US	2097	CLT	DFW	1825	2021	936
WN	1452	MCI	HOU	1825	2025	666
US	1874	MCO	DCA	1825	2027	759
AS	331	SFO	SEA	1825	2029	679
WN	795	MDW	OKC	1825	2030	691
MQ	3207	GRR	DFW	1825	2040	931
WN	771	ELP	SAT	1825	2045	496
AS	751	STL	SEA	1825	2053	1709
WN	1873	PHL	DEN	1825	2100	1558
WN	805	SAT	MDW	1825	2100	1036
AA	1459	ORD	SFO	1825	2105	1846
WN	1986	TPA	BDL	1825	2105	1111
UA	1269	IAD	SAN	1825	2111	2253
US	1787	CLT	PDX	1825	2112	2282
WN	2417	MDW	ATL	1825	2115	591
AS	789	MSY	SEA	1825	2120	2086
US	1796	ORD	CLT	1825	2120	599
AA	1502	MIA	EWR	1825	2122	1085
EV	6164	ORD	BTV	1825	2124	763
AA	132	PHL	DFW	1825	2125	1303
US	774	SJU	PHL	1825	2126	1576
US	864	MCI	CLT	1825	2131	808
OO	6298	DEN	MEM	1825	2145	872
AA	1583	PHX	ORD	1825	2240	1440
WN	618	LAS	MCI	1825	2305	1139
DL	2264	LAX	MEM	1825	2358	1619
DL	1108	ATL	MSP	1826	2010	907
EV	3938	MEM	ORD	1826	2020	491
EV	4744	GRB	ORD	1827	1924	173
OO	5617	IAH	SAT	1827	1931	191
EV	4364	MCI	ORD	1827	2007	403
UA	212	MIA	IAH	1827	2019	964
UA	1730	BOS	DEN	1827	2115	1754
UA	555	EWR	PBI	1827	2126	1023
HA	240	LIH	HNL	1828	1901	102
DL	2117	ATL	COS	1828	1947	1184
DL	2552	ATL	DAY	1828	2000	432
UA	248	IND	IAH	1828	2009	844
AS	67	SIT	JNU	1829	1908	95
OO	6441	SLC	SFO	1829	1944	599
US	423	EWR	CLT	1829	2034	529
UA	1064	EWR	LAS	1829	2120	2227
B6	104	SJU	JFK	1829	2133	1598
MQ	2805	FWA	ORD	1830	1830	157
US	644	PHX	ONT	1830	1842	325
MQ	2887	IND	ORD	1830	1850	177
MQ	2833	DFW	GRK	1830	1918	134
WN	910	DAL	OKC	1830	1920	181
WN	1664	SAT	HOU	1830	1925	192
WN	2241	SLC	LAX	1830	1925	590
WN	1172	BWI	BNA	1830	1930	587
WN	1715	SJC	BUR	1830	1930	296
NK	245	LAS	SAN	1830	1934	258
AA	2273	DFW	SAT	1830	1935	247
WN	55	LBB	DAL	1830	1935	293
DL	1475	SAV	ATL	1830	1944	214
WN	1034	DAL	MSY	1830	1945	436
WN	342	LAX	SMF	1830	1945	373
WN	2157	OAK	LAX	1830	1945	337
B6	347	OAK	LGB	1830	1947	353
WN	411	FLL	BNA	1830	1950	793
WN	1661	SJC	LAS	1830	1950	386
WN	4973	ALB	BWI	1830	1955	289
WN	503	SMF	SAN	1830	1955	480
DL	1348	ATL	OMA	1830	2003	821
UA	659	RSW	IAH	1830	2008	861
AA	1604	DFW	BNA	1830	2010	631
WN	586	HOU	LAX	1830	2010	1390
DL	1943	MCO	ATL	1830	2010	404
MQ	3176	MIA	MEM	1830	2012	859
MQ	3471	LGA	RDU	1830	2013	431
WN	3315	SEA	SMF	1830	2015	605
B6	1257	BOS	IAD	1830	2016	413
US	2072	CLT	LGA	1830	2018	544
WN	481	JAX	BWI	1830	2020	663
OO	4968	BHM	IAH	1830	2022	562
MQ	3210	DFW	CID	1830	2023	685
DL	1427	ATL	FLL	1830	2025	581
MQ	2854	HPN	ORD	1830	2025	738
NK	619	FLL	IAH	1830	2027	965
WN	4840	OAK	SEA	1830	2030	671
WN	895	SEA	SJC	1830	2030	697
NK	188	LGA	MYR	1830	2031	563
US	425	JFK	CLT	1830	2034	541
AA	2208	CLE	DFW	1830	2040	1021
EV	4881	LGA	DTW	1830	2043	502
MQ	3129	VPS	DFW	1830	2045	641
AA	2427	MIA	DFW	1830	2049	1121
WN	1271	DEN	OMA	1830	2050	472
UA	1204	IAH	SFO	1830	2052	1635
NK	182	RSW	LBE	1830	2059	956
AS	657	SAT	SEA	1830	2100	1774
WN	2262	BNA	BWI	1830	2110	587
WN	130	BWI	AUS	1830	2125	1342
VX	769	LGA	DAL	1830	2125	1381
AA	75	IAD	LAX	1830	2130	2288
WN	3851	PHX	OKC	1830	2130	833
B6	1070	FLL	BOS	1830	2132	1237
WN	271	PHX	AUS	1830	2135	872
WN	881	PHX	TUL	1830	2140	935
WN	3395	PHX	HOU	1830	2150	1020
DL	1779	LGA	FLL	1830	2151	1076
B6	2019	ORH	FLL	1830	2153	1211
B6	277	FLL	SFO	1830	2159	2583
DL	413	JFK	LAX	1830	2205	2475
UA	1044	EWR	SFO	1830	2212	2565
AS	35	FLL	SEA	1830	2215	2717
WN	599	PHX	STL	1830	2220	1262
WN	1704	PHX	BNA	1830	2235	1449
AS	171	PHX	ANC	1830	2245	2552
AS	815	SEA	LIH	1830	2255	2701
OO	5191	LAX	OKC	1830	2317	1187
WN	606	LAS	MSY	1830	2345	1500
WN	4923	DEN	PHL	1830	2355	1558
OO	5179	ASE	LAX	1831	1950	737
EV	4355	JAX	IAH	1832	2006	817
OO	6213	LNK	ORD	1832	2020	466
OO	4703	SMF	LAX	1833	2000	373
UA	446	OMA	ORD	1833	2010	416
EV	4414	MSN	EWR	1833	2144	799
B6	112	ORD	BOS	1833	2145	867
UA	472	ORD	MIA	1833	2242	1197
DL	945	JAX	ATL	1834	1955	270
EV	4540	PNS	IAH	1834	2018	489
EV	4538	GRR	EWR	1834	2029	605
OO	5322	FWA	ORD	1835	1834	157
MQ	2914	LEX	ORD	1835	1905	323
MQ	2994	ACT	DFW	1835	1920	89
AS	715	SLC	PDX	1835	1925	630
F9	783	DEN	LAS	1835	1927	628
OO	2636	MKE	ORD	1835	1930	67
WN	1366	SNA	LAS	1835	1940	226
WN	1689	BWI	PVD	1835	1945	327
WN	4124	ABQ	PHX	1835	1950	328
VX	938	SFO	LAX	1835	1955	337
AA	2477	DFW	LAX	1835	2000	1235
WN	4038	SFO	LAS	1835	2000	414
OO	6610	ABQ	PHX	1835	2002	328
WN	248	SAN	OAK	1835	2005	446
WN	2155	SMF	PDX	1835	2005	479
B6	2701	BUF	JFK	1835	2007	301
WN	3943	DEN	SMF	1835	2010	909
WN	516	SAN	SMF	1835	2010	480
MQ	2909	JAN	DFW	1835	2015	408
WN	445	PDX	OAK	1835	2015	543
OO	5576	PDX	SFO	1835	2025	550
F9	1261	TPA	ORD	1835	2025	1012
OO	5542	IAH	ASE	1835	2027	913
AA	2404	SJU	MIA	1835	2029	1045
US	1824	CLT	JFK	1835	2030	541
WN	38	DEN	PHX	1835	2030	602
AA	1252	MCO	DFW	1835	2030	985
WN	179	TPA	CMH	1835	2045	829
WN	2541	MSY	MDW	1835	2050	825
WN	958	PHL	ATL	1835	2050	666
MQ	2806	ORD	DTW	1835	2053	235
WN	3917	BUR	PHX	1835	2055	369
AS	585	SNA	PDX	1835	2055	859
WN	4019	BOS	STL	1835	2100	1047
AS	671	AUS	SEA	1835	2105	1770
AA	1486	MIA	DCA	1835	2110	919
VX	211	ORD	SFO	1835	2115	1846
B6	672	FLL	LGA	1835	2122	1076
B6	1152	MCO	BOS	1835	2122	1121
AA	1426	ORD	BOS	1835	2140	867
B6	201	JFK	FLL	1835	2145	1069
B6	523	JFK	LAX	1835	2158	2475
AA	69	MIA	SFO	1835	2201	2585
AA	235	JFK	SEA	1835	2205	2422
WN	314	LAS	MDW	1835	2355	1521
B6	2202	JFK	BUF	1836	2005	301
OO	6220	DFW	SFO	1836	2039	1464
EV	4605	CLE	LGA	1837	2016	419
EV	4357	CVG	IAH	1837	2025	871
B6	84	MCO	JFK	1837	2112	944
OO	5562	FSD	ORD	1838	2016	462
F9	705	MSY	DEN	1838	2031	1062
UA	1015	IAH	SMF	1838	2050	1609
UA	208	IAH	PDX	1838	2120	1825
HA	214	LIH	HNL	1839	1912	102
EV	4337	ICT	IAH	1839	2025	542
F9	241	BNA	DEN	1839	2036	1014
NK	293	PDX	LAS	1839	2040	763
UA	1248	ORD	RIC	1839	2143	642
B6	71	JFK	SLC	1839	2157	1990
B6	669	JFK	SJC	1839	2214	2569
WN	3571	BOI	LAS	1840	1920	519
WN	1659	AUS	HOU	1840	1930	148
AA	1203	DFW	ABQ	1840	1930	569
WN	1403	PHX	SMF	1840	1940	647
MQ	3434	DFW	XNA	1840	1943	280
WN	1670	LAS	SAN	1840	1945	258
WN	789	MSY	HOU	1840	1955	302
OO	6595	DRO	PHX	1840	2000	351
OO	5175	IAH	ONT	1840	2010	1334
WN	430	LAS	OAK	1840	2010	407
WN	2448	MDW	OMA	1840	2010	423
WN	371	SAN	RNO	1840	2010	488
OO	2609	SMF	LAX	1840	2010	373
MQ	2907	ORD	CVG	1840	2048	265
MQ	3160	ORD	CMH	1840	2048	296
AA	1265	CMH	LAX	1840	2050	1995
F9	369	PHF	DEN	1840	2055	1533
WN	842	MCO	PHL	1840	2100	861
DL	30	MEM	ATL	1840	2100	332
US	1974	FLL	DCA	1840	2104	899
WN	3555	ABQ	DAL	1840	2115	580
WN	1817	SAN	PDX	1840	2115	933
WN	4574	FLL	BWI	1840	2120	925
US	2039	SJU	CLT	1840	2122	1475
WN	4816	ELP	HOU	1840	2125	677
AS	109	SEA	ANC	1840	2125	1448
WN	470	ISP	MCO	1840	2130	971
MQ	2798	DFW	TLH	1840	2138	767
WN	1862	PHX	SAT	1840	2140	843
AS	3	DCA	SEA	1840	2146	2329
AA	1105	EWR	DFW	1840	2150	1372
WN	43	HOU	IND	1840	2150	861
MQ	2984	DFW	CHS	1840	2203	987
AS	15	BOS	SEA	1840	2215	2496
AA	1276	DFW	RIC	1840	2220	1158
AA	2355	MIA	STT	1840	2221	1107
UA	1134	IAH	EWR	1840	2254	1400
WN	542	PHX	MKE	1840	2255	1460
OO	6296	LAX	DFW	1840	2332	1235
UA	1508	LAS	IAH	1840	2334	1222
EV	6114	ICT	ORD	1841	2032	588
UA	488	LAX	IAH	1842	2354	1379
OO	5252	IAH	COS	1843	2004	809
EV	4516	MEM	IAH	1843	2022	468
UA	1670	SFO	HNL	1843	2224	2398
OO	6448	LAX	AUS	1843	2337	1242
HA	312	HNL	ITO	1844	1934	216
B6	1446	CLT	BOS	1844	2045	728
EV	4361	EWR	TYS	1844	2057	631
WN	1798	TUS	SAN	1845	1855	368
MQ	3073	CLE	ORD	1845	1920	315
OO	2625	TUS	LAX	1845	1920	451
WN	2701	DAL	ABQ	1845	1935	580
NK	719	DEN	LAS	1845	1937	628
WN	607	AUS	DAL	1845	1940	189
WN	4457	LAS	ONT	1845	1940	197
OO	2592	SLC	LAX	1845	1940	590
OO	6425	SFO	RNO	1845	1946	192
AS	69	SEA	KTN	1845	1949	680
WN	860	OAK	BUR	1845	1950	325
AA	1634	ORD	STL	1845	1950	258
AA	970	LAS	LAX	1845	1955	236
MQ	3080	PIA	ORD	1845	1955	130
WN	840	ONT	SMF	1845	2005	390
MQ	3387	DFW	GCK	1845	2008	404
WN	238	OAK	SAN	1845	2010	446
OO	5505	DEN	FAT	1845	2012	844
OO	5649	DEN	BUR	1845	2019	850
B6	1686	PIT	BOS	1845	2019	496
MQ	3633	EVV	ORD	1845	2020	273
F9	535	MDW	DEN	1845	2023	895
WN	1581	TPA	DAL	1845	2025	917
AA	1061	CLT	IAH	1845	2030	912
AA	359	LGA	ORD	1845	2035	733
US	1899	MIA	IAH	1845	2044	964
OO	6505	DEN	TUS	1845	2047	639
WN	505	LAS	TUS	1845	2055	365
WN	1264	TPA	PIT	1845	2100	873
VX	737	DCA	DAL	1845	2105	1184
AA	1154	DFW	MSP	1845	2105	852
WN	3463	FLL	MDW	1845	2105	1166
WN	2380	DCA	TPA	1845	2110	814
AA	87	ORD	RNO	1845	2110	1671
AA	2349	ORD	DFW	1845	2115	802
NK	903	ORD	DFW	1845	2116	802
AS	547	ONT	SEA	1845	2119	956
MQ	3549	MIA	CVG	1845	2130	948
AS	551	PSP	SEA	1845	2130	987
B6	595	HPN	MCO	1845	2134	972
UA	685	ORD	SFO	1845	2139	1846
WN	4930	SAN	SEA	1845	2140	1050
AA	2296	DFW	JAX	1845	2155	918
AA	2440	MIA	BOS	1845	2159	1258
AA	1144	LGA	DFW	1845	2200	1389
DL	2651	JFK	TPA	1845	2201	1005
UA	1292	DEN	IAH	1845	2203	862
AA	2244	DFW	CLT	1845	2205	936
DL	2616	JFK	SAN	1845	2205	2446
AA	21	JFK	LAX	1845	2210	2475
AA	1106	DFW	CLE	1845	2220	1021
AA	2268	DFW	FLL	1845	2225	1119
AA	1008	ORD	RSW	1845	2230	1120
WN	746	PHX	MSP	1845	2245	1276
AA	267	LAX	HNL	1845	2250	2556
B6	1038	AUS	BOS	1845	2319	1698
OO	5507	DEN	ASE	1846	1931	125
OO	6337	DEN	CPR	1846	1950	230
EV	4450	GPT	IAH	1846	2009	376
HA	381	ITO	HNL	1847	1937	216
B6	478	JAX	JFK	1847	2100	828
DL	1253	LAX	PHX	1847	2106	370
UA	1542	CLE	LAX	1847	2107	2052
B6	497	BOS	SEA	1847	2206	2496
B6	531	SLC	LGB	1848	1934	588
UA	1687	MCO	IAH	1848	2022	854
EV	3271	SDF	IAH	1848	2022	788
B6	1384	RDU	BOS	1848	2035	612
EV	4381	DTW	EWR	1848	2039	488
UA	1182	LAX	OGG	1848	2240	2486
EV	5803	LIT	IAH	1849	2020	374
UA	352	TPA	IAD	1849	2105	811
UA	1116	EWR	IAH	1849	2144	1400
UA	1251	ORD	BOS	1849	2205	867
F9	187	OKC	DEN	1850	1928	495
OO	6219	DEN	COS	1850	1932	73
AA	27	DFW	LAS	1850	1945	1055
